sourcedId,status,dateLastModified,title,grades,courseSourcedId,classCode,classType,location,schoolSourcedId,termSourcedIds,subjects,subjectCodes,periods
454898.001.1.4,,,App Eng IV,"09,10,11,12",454898,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454899.001.1.2,,,App Algebra I,"09,10,11,12",454899,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454899.001.1.4,,,App Algebra I,"09,10,11,12",454899,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454899.003.1.4,,,App Algebra I,"09,10,11,12",454899,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454899.005.1.4,,,App Algebra I,"09,10,11,12",454899,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454900.001.1.4,,,App Geometry,"09,10,11,12",454900,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454900.001.3.4,,,App Geometry,"09,10,11,12",454900,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454901.001.1.4,,,App MMA,"09,10,11,12",454901,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454901.002.1.4,,,App MMA,"09,10,11,12",454901,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454902.001.1.4,,,App Reading I,"09,10,11,12",454902,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454903.001.1.4,,,App Reading II,"09,10,11,12",454903,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454903.001.3.4,,,App Reading II,"09,10,11,12",454903,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454907.001.1.4,,,Engl I AL EOC,"09,10,11,12",454907,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454908.001.1.4,,,Engl II AL EOC,"10,11,12",454908,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454909.001.1.4,,,Engl III AL,"11,12",454909,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454910.001.1.4,,,Engl IV AL,"11,12",454910,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454911.001.1.2,,,Communications Applications,"09,10,11,12",454911,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454911.002.1.2,,,Communications Applications,"09,10,11,12",454911,2,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454912.001.1.4,,,Alg I AL EOC,"09,10,11,12",454912,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454912.301.1.4,,,Alg I AL EOC,"09,10,11,12",454912,301,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454913.001.1.4,,,Geom AL ,"09,10,11,12",454913,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454914.001.1.2,,,Prob Solv Mth 1,"09,10,11,12",454914,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454914.001.1.4,,,Prob Solv Mth 1,"09,10,11,12",454914,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454916.001.1.4,,,IPC AL,"09,10,11,12",454916,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454917.001.1.4,,,Biol AL EOC,"09,10,11,12",454917,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454917.401.1.4,,,Biol AL EOC,"09,10,11,12",454917,401,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454918.001.1.4,,,Env Syst AL,"09,10,11,12",454918,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454920.001.1.4,,,W Geog AL,"09,10,11,12",454920,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454920.101.1.4,,,W Geog AL,"09,10,11,12",454920,101,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454921.001.1.4,,,W Hist AL,"09,10,11,12",454921,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454922.001.1.4,,,US Hist AL EOC,"09,10,11,12",454922,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454922.001.3.4,,,US Hist AL EOC,"09,10,11,12",454922,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454923.001.1.2,,,Govt AL,"11,12",454923,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454924.001.3.4,,,Econ AL,"11,12",454924,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454925.004.3.4,,,Health  I AL,"09,10,11,12",454925,4,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454925.005.3.4,,,Health  I AL,"09,10,11,12",454925,5,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454932.100.3.4,,,Prof Comm BC,"09,10,11,12",454932,100,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454933.001.1.4,,,English I B,"09,10,11,12",454933,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454933.700.1.4,,,English I B,"09,10,11,12",454933,700,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454937.002.1.4,,,English IV B,"09,10,11,12",454937,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454937.300.1.4,,,English IV B,"09,10,11,12",454937,300,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454937.700.1.4,,,English IV B,"09,10,11,12",454937,700,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454938.001.1.4,,,Algebra I BC,"09,10,11,12",454938,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454941.100.1.4,,,Biology BC,"09,10,11,12",454941,100,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454941.101.1.4,,,Biology BC,"09,10,11,12",454941,101,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454942.001.1.4,,,Aquatic Sci BC,"09,10,11,12",454942,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454943.100.1.4,,,W Geog BC,"09,10,11,12",454943,100,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454945.100.1.4,,,US History BC,"11,12",454945,100,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454946.001.1.2,,,Government BC,12,454946,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454946.200.1.2,,,Government BC,12,454946,200,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454947.200.3.4,,,Economics BC,12,454947,200,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454950.002.1.4,,,Stdy Skls I BC,"09,10,11,12",454950,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454953.001.1.4,,,Engl I AL EOC,"09,10,11,12",454953,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454953.001.3.4,,,Engl I AL EOC,"09,10,11,12",454953,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454954.001.1.4,,,Engl II AL EOC,"10,11,12",454954,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454955.001.1.4,,,Engl III AL,"11,12",454955,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454955.001.3.4,,,Engl III AL,"11,12",454955,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454956.200.1.2,,,Communications Applications,"09,10,11,12",454956,200,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454957.001.1.4,,,Alg I AL EOC,"09,10,11,12",454957,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454957.001.3.4,,,Alg I AL EOC,"09,10,11,12",454957,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454959.001.1.4,,,Prob Solv Mth 1,"09,10,11,12",454959,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454960.001.1.4,,,IPC AL,"09,10,11,12",454960,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454961.001.1.4,,,Biol AL EOC,"09,10,11,12",454961,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454961.001.3.4,,,Biol AL EOC,"09,10,11,12",454961,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454962.001.1.4,,,Env Syst AL,"09,10,11,12",454962,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454962.300.1.4,,,Env Syst AL,"09,10,11,12",454962,300,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454963.001.1.4,,,W Geog AL,"09,10,11,12",454963,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454963.001.3.4,,,W Geog AL,"09,10,11,12",454963,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454963.002.1.4,,,W Geog AL,"09,10,11,12",454963,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454964.001.1.4,,,W Hist AL,"09,10,11,12",454964,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454965.001.1.4,,,US Hist AL EOC,"09,10,11,12",454965,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454965.001.3.4,,,US Hist AL EOC,"09,10,11,12",454965,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454966.002.3.4,,,Health I AL,"09,10,11,12",454966,2,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454966.300.3.4,,,Health I AL,"09,10,11,12",454966,300,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454971.001.1.4,,,World Geo PreA,"08,09,10,11,12",454971,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454971.001.3.4,,,World Geo PreA,"08,09,10,11,12",454971,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454971.PT1.1.4,,,World Geo PreA,"08,09,10,11,12",454971,PT1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454971.PT2.1.4,,,World Geo PreA,"08,09,10,11,12",454971,PT2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454971.PT2.3.4,,,World Geo PreA,"08,09,10,11,12",454971,PT2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454971.PT3.1.4,,,World Geo PreA,"08,09,10,11,12",454971,PT3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454971.PT3.3.4,,,World Geo PreA,"08,09,10,11,12",454971,PT3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454971.PT4.1.4,,,World Geo PreA,"08,09,10,11,12",454971,PT4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454971.PT5.1.4,,,World Geo PreA,"08,09,10,11,12",454971,PT5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454972.001.1.4,,,World Geo,"08,09,10,11,12",454972,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454972.001.3.4,,,World Geo,"08,09,10,11,12",454972,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454972.002.1.4,,,World Geo,"08,09,10,11,12",454972,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454972.002.3.4,,,World Geo,"08,09,10,11,12",454972,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454972.004.1.4,,,World Geo,"08,09,10,11,12",454972,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454972.004.3.4,,,World Geo,"08,09,10,11,12",454972,4,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454972.006.1.4,,,World Geo,"08,09,10,11,12",454972,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454972.006.3.4,,,World Geo,"08,09,10,11,12",454972,6,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454972.007.1.4,,,World Geo,"08,09,10,11,12",454972,7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454972.007.3.4,,,World Geo,"08,09,10,11,12",454972,7,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454972.008.1.2,,,World Geo,"08,09,10,11,12",454972,8,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454972.008.1.4,,,World Geo,"08,09,10,11,12",454972,8,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454972.011.1.4,,,World Geo,"08,09,10,11,12",454972,11,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454972.011.3.4,,,World Geo,"08,09,10,11,12",454972,11,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454972.014.1.2,,,World Geo,"08,09,10,11,12",454972,14,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454972.014.1.4,,,World Geo,"08,09,10,11,12",454972,14,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454972.015.1.4,,,World Geo,"08,09,10,11,12",454972,15,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454972.015.3.4,,,World Geo,"08,09,10,11,12",454972,15,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454972.117.1.4,,,World Geo,"08,09,10,11,12",454972,117,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454972.117.3.4,,,World Geo,"08,09,10,11,12",454972,117,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454973.IC1.1.4,,,W. Geog I,"09,10,11,12",454973,IC1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454973.IS1.1.4,,,W. Geog I,"09,10,11,12",454973,IS1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454973.IS2.1.4,,,W. Geog I,"09,10,11,12",454973,IS2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454973.IS3.1.4,,,W. Geog I,"09,10,11,12",454973,IS3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454974.001.1.4,,,World Hist,"09,10,11,12",454974,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454974.002.1.4,,,World Hist,"09,10,11,12",454974,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454974.002.3.4,,,World Hist,"09,10,11,12",454974,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454974.003.1.4,,,World Hist,"09,10,11,12",454974,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454974.003.3.4,,,World Hist,"09,10,11,12",454974,3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454974.005.1.4,,,World Hist,"09,10,11,12",454974,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454974.012.1.4,,,World Hist,"09,10,11,12",454974,12,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454974.012.3.4,,,World Hist,"09,10,11,12",454974,12,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454974.016.1.4,,,World Hist,"09,10,11,12",454974,16,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454974.021.1.4,,,World Hist,"09,10,11,12",454974,21,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454974.024.1.4,,,World Hist,"09,10,11,12",454974,24,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454974.024.3.4,,,World Hist,"09,10,11,12",454974,24,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454974.025.1.4,,,World Hist,"09,10,11,12",454974,25,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454974.025.3.4,,,World Hist,"09,10,11,12",454974,25,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454974.027.1.2,,,World Hist,"09,10,11,12",454974,27,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454974.027.1.4,,,World Hist,"09,10,11,12",454974,27,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454974.027.3.4,,,World Hist,"09,10,11,12",454974,27,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454974.IS1.1.4,,,World Hist,"09,10,11,12",454974,IS1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454974.is1.3.4,,,World Hist,"09,10,11,12",454974,is1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454975.IS1.1.4,,,W. History I,"09,10,11,12",454975,IS1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454975.IS2.1.2,,,W. History I,"09,10,11,12",454975,IS2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454975.IS2.1.4,,,W. History I,"09,10,11,12",454975,IS2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454975.IS3.1.4,,,W. History I,"09,10,11,12",454975,IS3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454975.IS3.3.4,,,W. History I,"09,10,11,12",454975,IS3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454975.IS4.1.4,,,W. History I,"09,10,11,12",454975,IS4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454976.002.1.4,,,World History AP,"10,11,12",454976,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454976.002.3.4,,,World History AP,"10,11,12",454976,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454976.007.1.4,,,World History AP,"10,11,12",454976,7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454976.007.3.4,,,World History AP,"10,11,12",454976,7,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454977.004.1.2,,,US Hist H/AP/GT,"09,10,11,12",454977,4,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454977.004.1.4,,,US Hist H/AP/GT,"09,10,11,12",454977,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454977.006.1.2,,,US Hist H/AP/GT,"09,10,11,12",454977,6,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454977.006.1.4,,,US Hist H/AP/GT,"09,10,11,12",454977,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454977.006.3.4,,,US Hist H/AP/GT,"09,10,11,12",454977,6,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454978.001.1.2,,,US Hist,"09,10,11,12",454978,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454978.001.1.4,,,US Hist,"09,10,11,12",454978,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454978.001.3.4,,,US Hist,"09,10,11,12",454978,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454978.002.1.2,,,US Hist,"09,10,11,12",454978,2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454978.002.1.4,,,US Hist,"09,10,11,12",454978,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454978.002.3.4,,,US Hist,"09,10,11,12",454978,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454978.003.1.2,,,US Hist,"09,10,11,12",454978,3,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454978.003.1.4,,,US Hist,"09,10,11,12",454978,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454978.004.1.4,,,US Hist,"09,10,11,12",454978,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454978.004.3.4,,,US Hist,"09,10,11,12",454978,4,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454978.005.1.4,,,US Hist,"09,10,11,12",454978,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454978.006.1.2,,,US Hist,"09,10,11,12",454978,6,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454978.006.1.4,,,US Hist,"09,10,11,12",454978,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454978.007.1.2,,,US Hist,"09,10,11,12",454978,7,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454978.007.1.4,,,US Hist,"09,10,11,12",454978,7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454978.011.1.4,,,US Hist,"09,10,11,12",454978,11,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454978.011.3.4,,,US Hist,"09,10,11,12",454978,11,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454978.013.1.4,,,US Hist,"09,10,11,12",454978,13,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454978.013.3.4,,,US Hist,"09,10,11,12",454978,13,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454978.014.1.2,,,US Hist,"09,10,11,12",454978,14,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454978.014.1.4,,,US Hist,"09,10,11,12",454978,14,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454978.014.3.4,,,US Hist,"09,10,11,12",454978,14,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454978.016.1.2,,,US Hist,"09,10,11,12",454978,16,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454978.016.1.4,,,US Hist,"09,10,11,12",454978,16,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454978.016.3.4,,,US Hist,"09,10,11,12",454978,16,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454978.021.1.2,,,US Hist,"09,10,11,12",454978,21,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454978.021.1.4,,,US Hist,"09,10,11,12",454978,21,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454978.021.3.4,,,US Hist,"09,10,11,12",454978,21,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454979.001.1.4,,,US History I,"11,12",454979,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454979.002.1.4,,,US History I,"11,12",454979,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454979.003.1.4,,,US History I,"11,12",454979,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454979.003.3.4,,,US History I,"11,12",454979,3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454979.004.1.4,,,US History I,"11,12",454979,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454979.004.3.4,,,US History I,"11,12",454979,4,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454981.001.3.4,,,US Govt H/AP/GT,"09,10,11,12",454981,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454982.001.1.2,,,US Govt,"09,10,11,12",454982,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454982.002.1.2,,,US Govt,"09,10,11,12",454982,2,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454982.003.1.2,,,US Govt,"09,10,11,12",454982,3,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454982.004.1.2,,,US Govt,"09,10,11,12",454982,4,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454982.005.1.2,,,US Govt,"09,10,11,12",454982,5,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454982.006.1.2,,,US Govt,"09,10,11,12",454982,6,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454982.009.3.4,,,US Govt,"09,10,11,12",454982,9,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454982.010.3.4,,,US Govt,"09,10,11,12",454982,10,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454982.011.3.4,,,US Govt,"09,10,11,12",454982,11,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454982.012.3.4,,,US Govt,"09,10,11,12",454982,12,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454982.013.3.4,,,US Govt,"09,10,11,12",454982,13,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454984.001.1.2,,,Government I,12,454984,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454984.002.1.2,,,Government I,12,454984,2,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454984.004.3.4,,,Government I,12,454984,4,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454984.005.3.4,,,Government I,12,454984,5,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454985.001.1.2,,,US Govt D,"09,10,11,12",454985,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454985.002.3.4,,,US Govt D,"09,10,11,12",454985,2,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454986.001.1.2,,,Econo AP,"09,10,11,12",454986,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454986.002.3.4,,,Econo AP,"09,10,11,12",454986,2,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454987.001.1.2,,,Econo,"09,10,11,12",454987,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454987.002.1.2,,,Econo,"09,10,11,12",454987,2,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454987.003.1.2,,,Econo,"09,10,11,12",454987,3,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454987.004.1.2,,,Econo,"09,10,11,12",454987,4,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454987.005.3.4,,,Econo,"09,10,11,12",454987,5,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454987.006.3.4,,,Econo,"09,10,11,12",454987,6,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454987.007.3.4,,,Econo,"09,10,11,12",454987,7,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454987.008.3.4,,,Econo,"09,10,11,12",454987,8,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454987.009.3.4,,,Econo,"09,10,11,12",454987,9,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454987.010.1.2,,,Econo,"09,10,11,12",454987,10,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454989.001.1.2,,,Economics I,12,454989,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454989.002.1.2,,,Economics I,12,454989,2,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454989.003.3.4,,,Economics I,12,454989,3,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454989.006.3.4,,,Economics I,12,454989,6,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454990.006.1.2,,,Psych,"09,10,11,12",454990,6,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454991.006.3.4,,,Soc,"09,10,11,12",454991,6,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454994.001.1.4,,,CmpSci I PreAP,"09,10,11,12",454994,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454995.001.1.4,,,Game Programming & Design H,"10,11,12",454995,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
455001.106.1.1,,,Professional Communications,"09,10,11,12",455001,106,scheduled,,79907002,2020.002.QT.Q1.1.1,,,
455001.206.2.2,,,Professional Communications,"09,10,11,12",455001,206,scheduled,,79907002,2020.002.QT.Q2.2.2,,,
455001.306.3.3,,,Professional Communications,"09,10,11,12",455001,306,scheduled,,79907002,2020.002.QT.Q3.3.3,,,
455002.406.4.4,,,Professional Communications,"09,10,11,12",455002,406,scheduled,,79907002,2020.002.QT.Q4.4.4,,,
455005.105.1.1,,,Touch System Data Entry,"09,10",455005,105,scheduled,,79907002,2020.002.QT.Q1.1.1,,,
455005.205.2.2,,,Touch System Data Entry,"09,10",455005,205,scheduled,,79907002,2020.002.QT.Q2.2.2,,,
455005.305.3.3,,,Touch System Data Entry,"09,10",455005,305,scheduled,,79907002,2020.002.QT.Q3.3.3,,,
455005.405.4.4,,,Touch System Data Entry,"09,10",455005,405,scheduled,,79907002,2020.002.QT.Q4.4.4,,,
455006.102.1.1,,,Business Info Mgmt 1,"10,11,12",455006,102,scheduled,,79907002,2020.002.QT.Q1.1.1,,,
455006.103.1.1,,,Business Info Mgmt 1,"10,11,12",455006,103,scheduled,,79907002,2020.002.QT.Q1.1.1,,,
455006.202.2.2,,,Business Info Mgmt 1,"10,11,12",455006,202,scheduled,,79907002,2020.002.QT.Q2.2.2,,,
455007.203.2.2,,,Business Info Mgmt 1,"10,11,12",455007,203,scheduled,,79907002,2020.002.QT.Q2.2.2,,,
455008.102.1.1,,,Business Law,"11,12",455008,102,scheduled,,79907002,2020.002.QT.Q1.1.1,,,
455009.202.2.2,,,Business Law,"11,12",455009,202,scheduled,,79907002,2020.002.QT.Q2.2.2,,,
455010.EV3.3.3,,,"Prin of Bus, Marketing & Fin ","09,10,11",455010,EV3,scheduled,,79907002,2020.002.QT.Q3.3.3,,,
455019.105.1.1,,,Dollars and Sense,"10,11,12",455019,105,scheduled,,79907002,2020.002.QT.Q1.1.1,,,
455019.205.2.2,,,Dollars and Sense,"10,11,12",455019,205,scheduled,,79907002,2020.002.QT.Q2.2.2,,,
455019.305.3.3,,,Dollars and Sense,"10,11,12",455019,305,scheduled,,79907002,2020.002.QT.Q3.3.3,,,
455019.306.3.3,,,Dollars and Sense,"10,11,12",455019,306,scheduled,,79907002,2020.002.QT.Q3.3.3,,,
455023.102.1.1,,,English 3 A,"10,11,12",455023,102,scheduled,,79907002,2020.002.QT.Q1.1.1,,,
455023.103.1.1,,,English 3 A,"10,11,12",455023,103,scheduled,,79907002,2020.002.QT.Q1.1.1,,,
