sourcedId,status,dateLastModified,title,grades,courseSourcedId,classCode,classType,location,schoolSourcedId,termSourcedIds,subjects,subjectCodes,periods
454736.001.1.4,,,Theatre I,"09,10,11,12",454736,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454736.001.3.4,,,Theatre I,"09,10,11,12",454736,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454736.002.1.4,,,Theatre I,"09,10,11,12",454736,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454736.002.3.4,,,Theatre I,"09,10,11,12",454736,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454736.003.1.2,,,Theatre I,"09,10,11,12",454736,3,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454736.003.1.4,,,Theatre I,"09,10,11,12",454736,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454736.003.3.4,,,Theatre I,"09,10,11,12",454736,3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454736.004.1.4,,,Theatre I,"09,10,11,12",454736,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454736.600.3.4,,,Theatre I,"09,10,11,12",454736,600,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454737.001.1.2,,,Theatre II,"09,10,11,12",454737,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454737.001.1.4,,,Theatre II,"09,10,11,12",454737,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454738.001.1.4,,,Theatre III,"09,10,11,12",454738,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454738.001.3.4,,,Theatre III,"09,10,11,12",454738,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454739.001.1.4,,,Theatre IV,"09,10,11,12",454739,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454740.001.1.4,,,Tech Theatre I,"09,10,11,12",454740,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454740.001.3.4,,,Tech Theatre I,"09,10,11,12",454740,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454741.001.1.4,,,Tech Theatre II,"10,11,12",454741,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454742.001.1.4,,,Theatre Production I,"09,10,11,12",454742,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454743.001.1.4,,,Theatre Production II,"10,11,12",454743,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454744.001.1.2,,,PeerAstLdr I,"09,10,11,12",454744,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454744.001.1.4,,,PeerAstLdr I,"09,10,11,12",454744,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454744.003.1.4,,,PeerAstLdr I,"09,10,11,12",454744,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454745.001.1.4,,,PeerAstLdr II,"09,10,11,12",454745,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454746.001.1.4,,,Studnt Ldrshp,"09,10,11,12",454746,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454747.001.1.4,,,Algebra I PreAP,"08,09",454747,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454747.001.3.4,,,Algebra I PreAP,"08,09",454747,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454747.PT1.1.2,,,Algebra I PreAP,"08,09",454747,PT1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454747.PT1.1.4,,,Algebra I PreAP,"08,09",454747,PT1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454747.PT2.1.4,,,Algebra I PreAP,"08,09",454747,PT2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454747.PT2.3.4,,,Algebra I PreAP,"08,09",454747,PT2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454747.PT3.1.4,,,Algebra I PreAP,"08,09",454747,PT3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454747.PT3.3.4,,,Algebra I PreAP,"08,09",454747,PT3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454748.001.1.2,,,Algebra I,"08,09,10,11,12",454748,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454748.001.1.4,,,Algebra I,"08,09,10,11,12",454748,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454748.001.3.4,,,Algebra I,"08,09,10,11,12",454748,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454748.003.1.2,,,Algebra I,"08,09,10,11,12",454748,3,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454748.003.1.4,,,Algebra I,"08,09,10,11,12",454748,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454748.003.3.4,,,Algebra I,"08,09,10,11,12",454748,3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454748.004.1.2,,,Algebra I,"08,09,10,11,12",454748,4,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454748.004.1.4,,,Algebra I,"08,09,10,11,12",454748,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454748.005.1.4,,,Algebra I,"08,09,10,11,12",454748,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454748.005.3.4,,,Algebra I,"08,09,10,11,12",454748,5,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454748.012.1.4,,,Algebra I,"08,09,10,11,12",454748,12,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454748.012.3.4,,,Algebra I,"08,09,10,11,12",454748,12,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454748.014.1.2,,,Algebra I,"08,09,10,11,12",454748,14,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454748.014.1.4,,,Algebra I,"08,09,10,11,12",454748,14,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454748.014.3.4,,,Algebra I,"08,09,10,11,12",454748,14,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454748.026.1.4,,,Algebra I,"08,09,10,11,12",454748,26,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454748.026.3.4,,,Algebra I,"08,09,10,11,12",454748,26,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454748.032.1.2,,,Algebra I,"08,09,10,11,12",454748,32,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454748.032.1.4,,,Algebra I,"08,09,10,11,12",454748,32,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454748.032.3.4,,,Algebra I,"08,09,10,11,12",454748,32,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454748.036.1.4,,,Algebra I,"08,09,10,11,12",454748,36,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454748.036.3.4,,,Algebra I,"08,09,10,11,12",454748,36,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454748.037.1.2,,,Algebra I,"08,09,10,11,12",454748,37,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454748.037.1.4,,,Algebra I,"08,09,10,11,12",454748,37,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454748.037.3.4,,,Algebra I,"08,09,10,11,12",454748,37,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454748.TR1.1.2,,,Algebra I,"08,09,10,11,12",454748,TR1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454748.TR1.1.4,,,Algebra I,"08,09,10,11,12",454748,TR1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454748.TR2.1.2,,,Algebra I,"08,09,10,11,12",454748,TR2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454748.TR2.1.4,,,Algebra I,"08,09,10,11,12",454748,TR2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454748.TR2.3.4,,,Algebra I,"08,09,10,11,12",454748,TR2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454749.001.1.2,,,Algebra 1I,"09,10,11,12",454749,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454749.001.1.4,,,Algebra 1I,"09,10,11,12",454749,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454749.IS.1.4,,,Algebra 1I,"09,10,11,12",454749,IS,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454749.IS1.1.4,,,Algebra 1I,"09,10,11,12",454749,IS1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454749.IS3.1.4,,,Algebra 1I,"09,10,11,12",454749,IS3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454750.001.1.4,,,Geometry PreAP,"08,09,10,11,12",454750,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454750.002.1.4,,,Geometry PreAP,"08,09,10,11,12",454750,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454750.003.1.4,,,Geometry PreAP,"08,09,10,11,12",454750,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454750.003.3.4,,,Geometry PreAP,"08,09,10,11,12",454750,3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454750.PT1.1.4,,,Geometry PreAP,"08,09,10,11,12",454750,PT1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454751.001.1.4,,,Geometry,"08,09,10,11,12",454751,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454751.001.3.4,,,Geometry,"08,09,10,11,12",454751,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454751.003.1.4,,,Geometry,"08,09,10,11,12",454751,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454751.004.1.4,,,Geometry,"08,09,10,11,12",454751,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454751.004.3.4,,,Geometry,"08,09,10,11,12",454751,4,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454751.005.1.4,,,Geometry,"08,09,10,11,12",454751,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454751.005.3.4,,,Geometry,"08,09,10,11,12",454751,5,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454751.006.1.2,,,Geometry,"08,09,10,11,12",454751,6,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454751.006.1.4,,,Geometry,"08,09,10,11,12",454751,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454751.006.3.4,,,Geometry,"08,09,10,11,12",454751,6,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454751.007.1.2,,,Geometry,"08,09,10,11,12",454751,7,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454751.007.1.4,,,Geometry,"08,09,10,11,12",454751,7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454751.007.3.4,,,Geometry,"08,09,10,11,12",454751,7,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454751.008.1.2,,,Geometry,"08,09,10,11,12",454751,8,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454751.008.1.4,,,Geometry,"08,09,10,11,12",454751,8,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454751.008.3.4,,,Geometry,"08,09,10,11,12",454751,8,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454751.011.1.2,,,Geometry,"08,09,10,11,12",454751,11,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454751.011.1.4,,,Geometry,"08,09,10,11,12",454751,11,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454751.011.3.4,,,Geometry,"08,09,10,11,12",454751,11,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454751.016.1.4,,,Geometry,"08,09,10,11,12",454751,16,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454751.016.3.4,,,Geometry,"08,09,10,11,12",454751,16,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454751.017.1.2,,,Geometry,"08,09,10,11,12",454751,17,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454751.017.1.4,,,Geometry,"08,09,10,11,12",454751,17,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454751.017.3.4,,,Geometry,"08,09,10,11,12",454751,17,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454752.002.1.4,,,Geometry I,"09,10,11,12",454752,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454752.002.3.4,,,Geometry I,"09,10,11,12",454752,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454752.004.1.4,,,Geometry I,"09,10,11,12",454752,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454752.IS1.1.4,,,Geometry I,"09,10,11,12",454752,IS1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454752.IS1.3.4,,,Geometry I,"09,10,11,12",454752,IS1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454753.005.1.4,,,Algebra II PreAP,"09,10,11,12",454753,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454753.006.1.2,,,Algebra II PreAP,"09,10,11,12",454753,6,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454753.006.1.4,,,Algebra II PreAP,"09,10,11,12",454753,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454753.007.1.4,,,Algebra II PreAP,"09,10,11,12",454753,7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454753.007.3.4,,,Algebra II PreAP,"09,10,11,12",454753,7,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454754.001.1.2,,,Algebra II,"09,10,11,12",454754,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454754.001.1.4,,,Algebra II,"09,10,11,12",454754,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454754.001.3.4,,,Algebra II,"09,10,11,12",454754,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454754.002.1.2,,,Algebra II,"09,10,11,12",454754,2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454754.002.1.4,,,Algebra II,"09,10,11,12",454754,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454754.002.3.4,,,Algebra II,"09,10,11,12",454754,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454754.003.1.4,,,Algebra II,"09,10,11,12",454754,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454754.003.3.4,,,Algebra II,"09,10,11,12",454754,3,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454754.004.1.2,,,Algebra II,"09,10,11,12",454754,4,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454754.004.1.4,,,Algebra II,"09,10,11,12",454754,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454754.004.3.4,,,Algebra II,"09,10,11,12",454754,4,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454754.005.1.4,,,Algebra II,"09,10,11,12",454754,5,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454754.005.3.4,,,Algebra II,"09,10,11,12",454754,5,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454754.006.1.2,,,Algebra II,"09,10,11,12",454754,6,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454754.006.1.4,,,Algebra II,"09,10,11,12",454754,6,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454754.006.3.4,,,Algebra II,"09,10,11,12",454754,6,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454754.007.1.4,,,Algebra II,"09,10,11,12",454754,7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454754.007.3.4,,,Algebra II,"09,10,11,12",454754,7,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454754.008.1.2,,,Algebra II,"09,10,11,12",454754,8,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454754.008.1.4,,,Algebra II,"09,10,11,12",454754,8,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454755.001.1.2,,,Algebra 2 I,"10,11,12",454755,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454755.001.1.4,,,Algebra 2 I,"10,11,12",454755,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454755.002.1.4,,,Algebra 2 I,"10,11,12",454755,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454756.001.1.2,,,Precal PreAP,"10,11,12",454756,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454756.001.1.4,,,Precal PreAP,"10,11,12",454756,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454757.001.1.2,,,Pre Cal,"09,10,11,12",454757,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454757.001.1.4,,,Pre Cal,"09,10,11,12",454757,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454757.002.1.2,,,Pre Cal,"09,10,11,12",454757,2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454757.002.1.4,,,Pre Cal,"09,10,11,12",454757,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454757.007.1.4,,,Pre Cal,"09,10,11,12",454757,7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454757.007.3.4,,,Pre Cal,"09,10,11,12",454757,7,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454758.004.1.4,,,Calculus AB AP,"09,10,11,12",454758,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454760.001.1.4,,,ADVANCE QUANTITATIVE REASONING,"11,12",454760,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454760.001.3.4,,,ADVANCE QUANTITATIVE REASONING,"11,12",454760,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454760.002.1.2,,,ADVANCE QUANTITATIVE REASONING,"11,12",454760,2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454760.002.1.4,,,ADVANCE QUANTITATIVE REASONING,"11,12",454760,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454760.004.1.2,,,ADVANCE QUANTITATIVE REASONING,"11,12",454760,4,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454760.004.1.4,,,ADVANCE QUANTITATIVE REASONING,"11,12",454760,4,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454760.004.3.4,,,ADVANCE QUANTITATIVE REASONING,"11,12",454760,4,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454760.IS1.1.2,,,ADVANCE QUANTITATIVE REASONING,"11,12",454760,IS1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454760.IS1.1.4,,,ADVANCE QUANTITATIVE REASONING,"11,12",454760,IS1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454760.IS1.3.4,,,ADVANCE QUANTITATIVE REASONING,"11,12",454760,IS1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454762.001.1.2,,,Statistics,"11,12",454762,1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454762.001.1.4,,,Statistics,"11,12",454762,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454762.001.3.4,,,Statistics,"11,12",454762,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454763.001.1.4,,,Statstc AP,"09,10,11,12",454763,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454764.TR1.1.2,,,Strategic Lrng for HS Math,9,454764,TR1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454764.TR1.1.4,,,Strategic Lrng for HS Math,9,454764,TR1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454765.002.1.2,,,Algebraic Reasoning,"10,11,12",454765,2,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454765.002.1.4,,,Algebraic Reasoning,"10,11,12",454765,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454765.002.3.4,,,Algebraic Reasoning,"10,11,12",454765,2,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454765.007.1.4,,,Algebraic Reasoning,"10,11,12",454765,7,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454765.007.3.4,,,Algebraic Reasoning,"10,11,12",454765,7,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454765.011.1.2,,,Algebraic Reasoning,"10,11,12",454765,11,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454765.011.1.4,,,Algebraic Reasoning,"10,11,12",454765,11,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454765.011.3.4,,,Algebraic Reasoning,"10,11,12",454765,11,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454765.013.1.2,,,Algebraic Reasoning,"10,11,12",454765,13,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454765.013.1.4,,,Algebraic Reasoning,"10,11,12",454765,13,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454765.013.3.4,,,Algebraic Reasoning,"10,11,12",454765,13,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454765.020.1.4,,,Algebraic Reasoning,"10,11,12",454765,20,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454765.020.3.4,,,Algebraic Reasoning,"10,11,12",454765,20,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454765.IS1.1.2,,,Algebraic Reasoning,"10,11,12",454765,IS1,scheduled,,79907002,2020.002.YR.YR.1.2,,,
454765.IS1.1.4,,,Algebraic Reasoning,"10,11,12",454765,IS1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454765.IS1.3.4,,,Algebraic Reasoning,"10,11,12",454765,IS1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454766.001.1.4,,,Algebraic Reasoning,"10,11,12",454766,1,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454766.001.3.4,,,Algebraic Reasoning,"10,11,12",454766,1,scheduled,,79907002,2020.002.YR.YR.3.4,,,
454766.002.1.4,,,Algebraic Reasoning,"10,11,12",454766,2,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454766.003.1.4,,,Algebraic Reasoning,"10,11,12",454766,3,scheduled,,79907002,2020.002.YR.YR.1.4,,,
454771.001.1.2,,,Basketball 1 YR B,"09,10,11,12",454771,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454771.002.1.2,,,Basketball 1 YR B,"09,10,11,12",454771,2,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454772.001.3.4,,,Basketball 1 YR B,"09,10,11,12",454772,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454772.002.3.4,,,Basketball 1 YR B,"09,10,11,12",454772,2,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454773.001.1.2,,,Basketball 2 YR B,"10,11,12",454773,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454774.002.3.4,,,Basketball 2 YR B,"10,11,12",454774,2,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454775.001.1.2,,,Basketball 3 YR B,"11,12",454775,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454776.001.3.4,,,Basketball 3 YR B,"11,12",454776,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454777.001.1.2,,,Basketball 4 YR B,12,454777,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454778.002.3.4,,,Basketball 4 YR B,12,454778,2,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454779.001.1.2,,,Basketball 1 YR G,"09,10,11,12",454779,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454780.002.3.4,,,Basketball 1 YR G,"09,10,11,12",454780,2,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454781.001.1.2,,,Basketball 2 YR G,"10,11,12",454781,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454782.002.3.4,,,Basketball 2 YR G,"10,11,12",454782,2,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454783.001.1.2,,,Basketball 3 YR G,"11,12",454783,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454784.002.3.4,,,Basketball 3 YR G,"11,12",454784,2,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454786.001.3.4,,,Basketball 4 YR G,12,454786,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454787.001.1.2,,,Football 1 YR,"09,10,11,12",454787,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454787.500.1.2,,,Football 1 YR,"09,10,11,12",454787,500,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454788.001.3.4,,,Football 1 YR,"09,10,11,12",454788,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454788.500.3.4,,,Football 1 YR,"09,10,11,12",454788,500,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454789.001.1.2,,,Football 2nd YR,"10,11,12",454789,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454790.001.3.4,,,Football 2nd YR,"10,11,12",454790,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454791.001.1.2,,,Football 3 YR,"11,12",454791,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454792.001.3.4,,,Football 3 YR,"11,12",454792,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454793.001.1.2,,,Football 4 YR,12,454793,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454794.001.1.2,,,Health,"09,10,11,12",454794,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454794.002.3.4,,,Health,"09,10,11,12",454794,2,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454794.003.1.2,,,Health,"09,10,11,12",454794,3,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454794.004.1.2,,,Health,"09,10,11,12",454794,4,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454794.005.1.2,,,Health,"09,10,11,12",454794,5,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454794.006.3.4,,,Health,"09,10,11,12",454794,6,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454794.008.3.4,,,Health,"09,10,11,12",454794,8,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454794.009.3.4,,,Health,"09,10,11,12",454794,9,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454794.010.1.2,,,Health,"09,10,11,12",454794,10,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454794.012.3.4,,,Health,"09,10,11,12",454794,12,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454796.001.1.2,,,PhyEd II TeamSp,"09,10,11,12",454796,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454796.002.1.2,,,PhyEd II TeamSp,"09,10,11,12",454796,2,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454796.003.1.2,,,PhyEd II TeamSp,"09,10,11,12",454796,3,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454796.004.1.2,,,PhyEd II TeamSp,"09,10,11,12",454796,4,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454796.600.1.2,,,PhyEd II TeamSp,"09,10,11,12",454796,600,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454797.001.3.4,,,PhyEd II TeamSp,"09,10,11,12",454797,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454797.002.3.4,,,PhyEd II TeamSp,"09,10,11,12",454797,2,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454797.003.3.4,,,PhyEd II TeamSp,"09,10,11,12",454797,3,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454797.004.3.4,,,PhyEd II TeamSp,"09,10,11,12",454797,4,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454797.602.3.4,,,PhyEd II TeamSp,"09,10,11,12",454797,602,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454798.001.1.2,,,PhyEd II TeamSp,"09,10,11,12",454798,1,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454798.002.1.2,,,PhyEd II TeamSp,"09,10,11,12",454798,2,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454798.004.1.2,,,PhyEd II TeamSp,"09,10,11,12",454798,4,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454798.006.1.2,,,PhyEd II TeamSp,"09,10,11,12",454798,6,scheduled,,79907002,2020.002.SM.S1.1.2,,,
454799.001.3.4,,,PhyEd II TeamSp,"09,10,11,12",454799,1,scheduled,,79907002,2020.002.SM.S2.3.4,,,
454799.002.3.4,,,PhyEd II TeamSp,"09,10,11,12",454799,2,scheduled,,79907002,2020.002.SM.S2.3.4,,,
